DEPTH	NGAM
273.89	82.51
273.9	82.66
273.91	81.73
273.92	81.01
273.93	80.3
273.94	79.58
273.95	78.87
273.96	78.15
273.97	78.08
273.98	79.44
273.99	80.8
274	82.15
274.01	83.51
274.02	84.87
274.03	86.52
274.04	86.02
274.05	85.52
274.06	85.01
274.07	84.51
274.08	84.01
274.09	83.3
274.1	83.8
274.11	84.3
274.12	84.8
274.13	85.3
274.14	85.8
274.15	84.87
274.16	84.37
274.17	83.87
274.18	83.37
274.19	82.87
274.2	82.37
274.21	84.01
274.22	84.37
274.23	84.73
274.24	85.09
274.25	85.44
274.26	85.8
274.27	84.94
274.28	85.66
274.29	86.37
274.3	87.09
274.31	87.8
274.32	88.52
274.33	88.8
274.34	87.87
274.35	86.95
274.36	86.02
274.37	85.09
274.38	84.16
274.39	84.51
274.4	85.37
274.41	86.23
274.42	87.09
274.43	87.95
274.44	88.8
274.45	88.09
274.46	88.02
274.47	87.95
274.48	87.87
274.49	87.8
274.5	87.73
274.51	88.88
274.52	89.59
274.53	90.31
274.54	91.02
274.55	91.74
274.56	92.45
274.57	92.67
274.58	93.67
274.59	94.67
274.6	95.67
274.61	96.67
274.62	97.67
274.63	98.03
274.64	98.17
274.65	98.31
274.66	98.46
274.67	98.6
274.68	98.74
274.69	99.31
274.7	98.24
274.71	97.17
274.72	96.1
274.73	95.02
274.74	93.95
274.75	92.09
274.76	89.88
274.77	87.66
274.78	85.44
274.79	83.23
274.8	81.01
274.81	79.01
274.82	77.79
274.83	76.58
274.84	75.36
274.85	74.15
274.86	72.93
274.87	73.36
274.88	72.86
274.89	72.36
274.9	71.86
274.91	71.36
274.92	70.86
274.93	70.71
274.94	71.29
274.95	71.86
274.96	72.43
274.97	73
274.98	73.57
274.99	73.36
275	73.65
275.01	73.93
275.02	74.22
275.03	74.5
275.04	74.79
275.05	76.01
275.06	76.65
275.07	77.29
275.08	77.94
275.09	78.58
275.1	79.22
275.11	79.15
275.12	79.08
275.13	79.01
275.14	78.94
275.15	78.87
275.16	78.79
275.17	78.22
275.18	79.01
275.19	79.8
275.2	80.58
275.21	81.37
275.22	82.15
275.23	83.51
275.24	84.87
275.25	86.23
275.26	87.59
275.27	88.95
275.28	90.31
275.29	91.66
275.3	91.38
275.31	91.09
275.32	90.81
275.33	90.52
275.34	90.23
275.35	88.59
275.36	86.95
275.37	85.3
275.38	83.66
275.39	82.01
275.4	80.37
275.41	78.72
275.42	78.29
275.43	77.86
275.44	77.44
275.45	77.01
275.46	76.58
275.47	77.79
275.48	78.65
275.49	79.51
275.5	80.37
275.51	81.23
275.52	82.08
275.53	82.94
275.54	84.87
275.55	86.8
275.56	88.73
275.57	90.66
275.58	92.59
275.59	93.31
275.6	91.74
275.61	90.16
275.62	88.59
275.63	87.02
275.64	85.44
275.65	84.23
275.66	85.44
275.67	86.66
275.68	87.87
275.69	89.09
275.7	90.31
275.71	90.45
275.72	89.09
275.73	87.73
275.74	86.37
275.75	85.01
275.76	83.66
275.77	84.59
275.78	87.52
275.79	90.45
275.8	93.38
275.81	96.31
275.82	99.24
275.83	99.74
275.84	99.67
275.85	99.6
275.86	99.53
275.87	99.46
275.88	99.39
275.89	100.82
275.9	101.75
275.91	102.68
275.92	103.6
275.93	104.53
275.94	105.46
275.95	104.39
275.96	103.03
275.97	101.67
275.98	100.32
275.99	98.96
276	97.6
276.01	96.81
276.02	95.31
276.03	93.81
276.04	92.31
276.05	90.81
276.06	89.3
276.07	88.3
276.08	88.16
276.09	88.02
276.1	87.87
276.11	87.73
276.12	87.59
276.13	87.73
276.14	88.45
276.15	89.16
276.16	89.88
276.17	90.59
276.18	91.31
276.19	92.74
276.2	93.17
276.21	93.59
276.22	94.02
276.23	94.45
276.24	94.88
276.25	94.45
276.26	94.31
276.27	94.17
276.28	94.02
276.29	93.88
276.3	93.74
276.31	93.02
276.32	93.24
276.33	93.45
276.34	93.67
276.35	93.88
276.36	94.1
276.37	95.31
276.38	93.52
276.39	91.74
276.4	89.95
276.41	88.16
276.42	86.37
276.43	84.3
276.44	85.01
276.45	85.73
276.46	86.44
276.47	87.16
276.48	87.87
276.49	87.66
276.5	87.16
276.51	86.66
276.52	86.16
276.53	85.66
276.54	85.16
276.55	87.66
276.56	89.73
276.57	91.81
276.58	93.88
276.59	95.95
276.6	98.03
276.61	97.31
276.62	94.88
276.63	92.45
276.64	90.02
276.65	87.59
276.66	85.16
276.67	83.01
276.68	82.8
276.69	82.58
276.7	82.37
276.71	82.15
276.72	81.94
276.73	82.15
276.74	81.65
276.75	81.15
276.76	80.65
276.77	80.15
276.78	79.65
276.79	80.87
276.8	82.51
276.81	84.16
276.82	85.8
276.83	87.45
276.84	89.09
276.85	88.8
276.86	87.23
276.87	85.66
276.88	84.09
276.89	82.51
276.9	80.94
276.91	80.08
276.92	82.23
276.93	84.37
276.94	86.52
276.95	88.66
276.96	90.81
276.97	92.52
276.98	93.74
276.99	94.95
277	96.17
277.01	97.38
277.02	98.6
277.03	101.1
277.04	102.32
277.05	103.53
277.06	104.75
277.07	105.96
277.08	107.18
277.09	105.39
277.1	104.25
277.11	103.1
277.12	101.96
277.13	100.82
277.14	99.67
277.15	99.03
277.16	97.96
277.17	96.88
277.18	95.81
277.19	94.74
277.2	93.67
277.21	93.88
277.22	93.31
277.23	92.74
277.24	92.16
277.25	91.59
277.26	91.02
277.27	89.81
277.28	88.66
277.29	87.52
277.3	86.37
277.31	85.23
277.32	84.09
277.33	83.37
277.34	83.87
277.35	84.37
277.36	84.87
277.37	85.37
277.38	85.87
277.39	87.16
277.4	88.66
277.41	90.16
277.42	91.66
277.43	93.17
277.44	94.67
277.45	96.1
277.46	96.17
277.47	96.24
277.48	96.31
277.49	96.38
277.5	96.45
277.51	95.31
277.52	94.38
277.53	93.45
277.54	92.52
277.55	91.59
277.56	90.66
277.57	89.52
277.58	88.23
277.59	86.95
277.6	85.66
277.61	84.37
277.62	83.08
277.63	83.16
277.64	81.65
277.65	80.15
277.66	78.65
277.67	77.15
277.68	75.65
277.69	73.93
277.7	73.72
277.71	73.5
277.72	73.29
277.73	73.07
277.74	72.86
277.75	72.79
277.76	72.79
277.77	72.79
277.78	72.79
277.79	72.79
277.8	72.79
277.81	74.36
277.82	74.65
277.83	74.93
277.84	75.22
277.85	75.51
277.86	75.79
277.87	74.58
277.88	76.58
277.89	78.58
277.9	80.58
277.91	82.58
277.92	84.59
277.93	86.52
277.94	87.16
277.95	87.8
277.96	88.45
277.97	89.09
277.98	89.73
277.99	91.66
278	94.6
278.01	97.53
278.02	100.46
278.03	103.39
278.04	106.32
278.05	106.04
278.06	104.32
278.07	102.6
278.08	100.89
278.09	99.17
278.1	97.46
278.11	97.03
278.12	98.31
278.13	99.6
278.14	100.89
278.15	102.17
278.16	103.46
278.17	103.75
278.18	102.6
278.19	101.46
278.2	100.32
278.21	99.17
278.22	98.03
278.23	98.31
278.24	99.39
278.25	100.46
278.26	101.53
278.27	102.6
278.28	103.68
278.29	103.03
278.3	100.6
278.31	98.17
278.32	95.74
278.33	93.31
278.34	90.88
278.35	89.88
278.36	89.23
278.37	88.59
278.38	87.95
278.39	87.3
278.4	86.66
278.41	85.23
278.42	84.3
278.43	83.37
278.44	82.44
278.45	81.51
278.46	80.58
278.47	81.44
278.48	82.08
278.49	82.73
278.5	83.37
278.51	84.01
278.52	84.66
278.53	84.94
278.54	86.09
278.55	87.23
278.56	88.38
278.57	89.52
278.58	90.66
278.59	91.31
278.6	92.24
278.61	93.17
278.62	94.1
278.63	95.02
278.64	95.95
278.65	97.1
278.66	97.74
278.67	98.39
278.68	99.03
278.69	99.67
278.7	100.32
278.71	100.1
278.72	101.03
278.73	101.96
278.74	102.89
278.75	103.82
278.76	104.75
278.77	105.39
278.78	103.89
278.79	102.39
278.8	100.89
278.81	99.39
278.82	97.88
278.83	96.88
278.84	96.45
278.85	96.03
278.86	95.6
278.87	95.17
278.88	94.74
278.89	93.17
278.9	92.31
278.91	91.45
278.92	90.59
278.93	89.73
278.94	88.88
278.95	90.16
278.96	89.66
278.97	89.16
278.98	88.66
278.99	88.16
279	87.66
279.01	86.59
279.02	86.37
279.03	86.16
279.04	85.94
279.05	85.73
279.06	85.52
279.07	84.59
279.08	84.01
279.09	83.44
279.1	82.87
279.11	82.3
279.12	81.73
279.13	82.94
279.14	82.58
279.15	82.23
279.16	81.87
279.17	81.51
279.18	81.15
279.19	79.94
279.2	79.8
279.21	79.65
279.22	79.51
279.23	79.37
279.24	79.22
279.25	78.72
279.26	80.01
279.27	81.3
279.28	82.58
279.29	83.87
279.3	85.16
279.31	88.02
279.32	89.59
279.33	91.16
279.34	92.74
279.35	94.31
279.36	95.88
279.37	96.38
279.38	97.24
279.39	98.1
279.4	98.96
279.41	99.82
279.42	100.67
279.43	99.74
279.44	99.03
279.45	98.31
279.46	97.6
279.47	96.88
279.48	96.17
279.49	96.74
279.5	99.17
279.51	101.6
279.52	104.03
279.53	106.47
279.54	108.9
279.55	110.97
279.56	112.26
279.57	113.54
279.58	114.83
279.59	116.12
279.6	117.4
279.61	118.48
279.62	117.76
279.63	117.05
279.64	116.33
279.65	115.62
279.66	114.9
279.67	112.33
279.68	110.47
279.69	108.61
279.7	106.75
279.71	104.89
279.72	103.03
279.73	101.96
279.74	102.82
279.75	103.68
279.76	104.53
279.77	105.39
279.78	106.25
279.79	108.9
279.8	107.32
279.81	105.75
279.82	104.18
279.83	102.6
279.84	101.03
279.85	98.74
279.86	99.31
279.87	99.89
279.88	100.46
279.89	101.03
279.9	101.6
279.91	100.24
279.92	97.74
279.93	95.24
279.94	92.74
279.95	90.23
279.96	87.73
279.97	89.45
279.98	91.74
279.99	94.02
280	96.31
280.01	98.6
280.02	100.89
280.03	100.32
280.04	100.67
280.05	101.03
280.06	101.39
280.07	101.75
280.08	102.1
280.09	103.6
280.1	105.03
280.11	106.47
280.12	107.9
280.13	109.33
280.14	110.76
280.15	111.61
280.16	113.19
280.17	114.76
280.18	116.33
280.19	117.91
280.2	119.48
280.21	120.12
280.22	118.26
280.23	116.4
280.24	114.54
280.25	112.69
280.26	110.83
280.27	109.04
280.28	108.9
280.29	108.75
280.3	108.61
280.31	108.47
280.32	108.32
280.33	107.47
280.34	107.32
280.35	107.18
280.36	107.04
280.37	106.89
280.38	106.75
280.39	109.11
280.4	112.76
280.41	116.4
280.42	120.05
280.43	123.7
280.44	127.34
280.45	129.35
280.46	130.56
280.47	131.78
280.48	132.99
280.49	134.21
280.5	135.42
280.51	135.92
280.52	134.99
280.53	134.06
280.54	133.13
280.55	132.21
280.56	131.28
280.57	129.06
280.58	127.41
280.59	125.77
280.6	124.13
280.61	122.48
280.62	120.84
280.63	119.98
280.64	117.62
280.65	115.26
280.66	112.9
280.67	110.54
280.68	108.18
280.69	107.25
280.7	106.04
280.71	104.82
280.72	103.6
280.73	102.39
280.74	101.17
280.75	99.39
280.76	99.03
280.77	98.67
280.78	98.31
280.79	97.96
280.8	97.6
280.81	98.74
280.82	99.31
280.83	99.89
280.84	100.46
280.85	101.03
280.86	101.6
280.87	102.46
280.88	103.75
280.89	105.03
280.9	106.32
280.91	107.61
280.92	108.9
280.93	108.75
280.94	108.4
280.95	108.04
280.96	107.68
280.97	107.32
280.98	106.97
280.99	107.18
281	107.97
281.01	108.75
281.02	109.54
281.03	110.33
281.04	111.11
281.05	111.47
281.06	110.9
281.07	110.33
281.08	109.75
281.09	109.18
281.1	108.61
281.11	108.25
281.12	108.04
281.13	107.82
281.14	107.61
281.15	107.39
281.16	107.18
281.17	106.39
281.18	105.75
281.19	105.11
281.2	104.46
281.21	103.82
281.22	103.18
281.23	103.46
281.24	104.68
281.25	105.89
281.26	107.11
281.27	108.32
281.28	109.54
281.29	110.61
281.3	110.68
281.31	110.76
281.32	110.83
281.33	110.9
281.34	110.97
281.35	110.9
281.36	112.04
281.37	113.19
281.38	114.33
281.39	115.47
281.4	116.62
281.41	116.83
281.42	119.34
281.43	121.84
281.44	124.34
281.45	126.84
281.46	129.35
281.47	132.85
281.48	134.28
281.49	135.71
281.5	137.14
281.51	138.57
281.52	140
281.53	140.21
281.54	139.86
281.55	139.5
281.56	139.14
281.57	138.78
281.58	138.43
281.59	135.78
281.6	131.92
281.61	128.06
281.62	124.2
281.63	120.34
281.64	116.48
281.65	114.69
281.66	113.4
281.67	112.11
281.68	110.83
281.69	109.54
281.7	108.25
281.71	107.54
281.72	105.39
281.73	103.25
281.74	101.1
281.75	98.96
281.76	96.81
281.77	95.88
281.78	95.95
281.79	96.03
281.8	96.1
281.81	96.17
281.82	96.24
281.83	95.81
281.84	93.67
281.85	91.52
281.86	89.38
281.87	87.23
281.88	85.09
281.89	84.37
281.9	85.66
281.91	86.95
281.92	88.23
281.93	89.52
281.94	90.81
281.95	91.09
281.96	92.45
281.97	93.81
281.98	95.17
281.99	96.53
282	97.88
282.01	100.96
282.02	103.32
282.03	105.68
282.04	108.04
282.05	110.4
282.06	112.76
282.07	113.11
282.08	112.47
282.09	111.83
282.1	111.18
282.11	110.54
282.12	109.9
282.13	108.18
282.14	108.54
282.15	108.9
282.16	109.25
282.17	109.61
282.18	109.97
282.19	111.04
282.2	111.68
282.21	112.33
282.22	112.97
282.23	113.62
282.24	114.26
282.25	115.9
282.26	116.12
282.27	116.33
282.28	116.55
282.29	116.76
282.3	116.98
282.31	115.12
282.32	113.04
282.33	110.97
282.34	108.9
282.35	106.82
282.36	104.75
282.37	103.1
282.38	103.18
282.39	103.25
282.4	103.32
282.41	103.39
282.42	103.46
282.43	104.96
282.44	105.03
282.45	105.11
282.46	105.18
282.47	105.25
282.48	105.32
282.49	105.61
282.5	105.96
282.51	106.32
282.52	106.68
282.53	107.04
282.54	107.39
282.55	106.04
282.56	105.68
282.57	105.32
282.58	104.96
282.59	104.61
282.6	104.25
282.61	105.32
282.62	107.25
282.63	109.18
282.64	111.11
282.65	113.04
282.66	114.97
282.67	116.83
282.68	117.48
282.69	118.12
282.7	118.76
282.71	119.41
282.72	120.05
282.73	119.69
282.74	120.19
282.75	120.69
282.76	121.19
282.77	121.69
282.78	122.2
282.79	121.84
282.8	119.91
282.81	117.98
282.82	116.05
282.83	114.12
282.84	112.19
282.85	111.47
282.86	110.54
282.87	109.61
282.88	108.68
282.89	107.75
282.9	106.82
282.91	105.03
282.92	103.46
282.93	101.89
282.94	100.32
282.95	98.74
282.96	97.17
282.97	97.17
282.98	96.96
282.99	96.74
283	96.53
283.01	96.31
283.02	96.1
283.03	96.1
283.04	97.03
283.05	97.96
283.06	98.89
283.07	99.82
283.08	100.74
283.09	101.46
283.1	101.39
283.11	101.32
283.12	101.25
283.13	101.17
283.14	101.1
283.15	101.25
283.16	101.39
283.17	101.53
283.18	101.67
283.19	101.82
283.2	101.96
283.21	101.17
283.22	101.67
283.23	102.17
283.24	102.68
283.25	103.18
283.26	103.68
283.27	104.96
283.28	105.54
283.29	106.11
283.3	106.68
283.31	107.25
283.32	107.82
283.33	108.4
283.34	109.33
283.35	110.25
283.36	111.18
283.37	112.11
283.38	113.04
283.39	112.69
283.4	112.11
283.41	111.54
283.42	110.97
283.43	110.4
283.44	109.83
283.45	109.97
283.46	108.54
283.47	107.11
283.48	105.68
283.49	104.25
283.5	102.82
283.51	101.03
283.52	99.74
283.53	98.46
283.54	97.17
283.55	95.88
283.56	94.6
283.57	93.52
283.58	93.24
283.59	92.95
283.6	92.67
283.61	92.38
283.62	92.09
283.63	93.38
283.64	94.31
283.65	95.24
283.66	96.17
283.67	97.1
283.68	98.03
283.69	98.46
283.7	99.1
283.71	99.74
283.72	100.39
283.73	101.03
283.74	101.67
283.75	101.53
283.76	102.6
283.77	103.68
283.78	104.75
283.79	105.82
283.8	106.89
283.81	108.32
283.82	110.11
283.83	111.9
283.84	113.69
283.85	115.47
283.86	117.26
283.87	118.83
283.88	120.19
283.89	121.55
283.9	122.91
283.91	124.27
283.92	125.63
283.93	125.77
283.94	125.41
283.95	125.06
283.96	124.7
283.97	124.34
283.98	123.98
283.99	123.27
284	122.2
284.01	121.12
284.02	120.05
284.03	118.98
284.04	117.91
284.05	117.05
284.06	114.97
284.07	112.9
284.08	110.83
284.09	108.75
284.1	106.68
284.11	105.11
284.12	103.25
284.13	101.39
284.14	99.53
284.15	97.67
284.16	95.81
284.17	94.31
284.18	93.59
284.19	92.88
284.2	92.16
284.21	91.45
284.22	90.73
284.23	91.24
284.24	91.66
284.25	92.09
284.26	92.52
284.27	92.95
284.28	93.38
284.29	94.1
284.3	94.81
284.31	95.53
284.32	96.24
284.33	96.96
284.34	97.67
284.35	97.6
284.36	97.24
284.37	96.88
284.38	96.53
284.39	96.17
284.4	95.81
284.41	95.53
284.42	94.81
284.43	94.1
284.44	93.38
284.45	92.67
284.46	91.95
284.47	91.24
284.48	93.09
284.49	94.95
284.5	96.81
284.51	98.67
284.52	100.53
284.53	102.68
284.54	104.46
284.55	106.25
284.56	108.04
284.57	109.83
284.58	111.61
284.59	113.83
284.6	116.33
284.61	118.83
284.62	121.34
284.63	123.84
284.64	126.34
284.65	126.27
284.66	125.48
284.67	124.7
284.68	123.91
284.69	123.12
284.7	122.34
284.71	121.91
284.72	121.84
284.73	121.77
284.74	121.69
284.75	121.62
284.76	121.55
284.77	121.19
284.78	120.55
284.79	119.91
284.8	119.26
284.81	118.62
284.82	117.98
284.83	118.05
284.84	118.12
284.85	118.19
284.86	118.26
284.87	118.33
284.88	118.41
284.89	118.12
284.9	116.55
284.91	114.97
284.92	113.4
284.93	111.83
284.94	110.25
284.95	108.97
284.96	108.75
284.97	108.54
284.98	108.32
284.99	108.11
285	107.9
285.01	107.68
285.02	107.61
285.03	107.54
285.04	107.47
285.05	107.39
285.06	107.32
285.07	108.54
285.08	109.47
285.09	110.4
285.1	111.33
285.11	112.26
285.12	113.19
285.13	113.04
285.14	111.76
285.15	110.47
285.16	109.18
285.17	107.9
285.18	106.61
285.19	105.18
285.2	105.96
285.21	106.75
285.22	107.54
285.23	108.32
285.24	109.11
285.25	110.18
285.26	109.68
285.27	109.18
285.28	108.68
285.29	108.18
285.3	107.68
285.31	108.32
285.32	108.4
285.33	108.47
285.34	108.54
285.35	108.61
285.36	108.68
285.37	106.54
285.38	106.32
285.39	106.11
285.4	105.89
285.41	105.68
285.42	105.46
285.43	106.82
285.44	106.75
285.45	106.68
285.46	106.61
285.47	106.54
285.48	106.47
285.49	106.97
285.5	108.18
285.51	109.4
285.52	110.61
285.53	111.83
285.54	113.04
285.55	112.33
285.56	111.4
285.57	110.47
285.58	109.54
285.59	108.61
285.6	107.68
285.61	108.18
285.62	108.4
285.63	108.61
285.64	108.82
285.65	109.04
285.66	109.25
285.67	108.75
285.68	108.54
285.69	108.32
285.7	108.11
285.71	107.9
285.72	107.68
285.73	107.68
285.74	105.75
285.75	103.82
285.76	101.89
285.77	99.96
285.78	98.03
285.79	96.38
285.8	96.31
285.81	96.24
285.82	96.17
285.83	96.1
285.84	96.03
285.85	95.67
285.86	96.03
285.87	96.38
285.88	96.74
285.89	97.1
285.9	97.46
285.91	99.74
285.92	100.74
285.93	101.75
285.94	102.75
285.95	103.75
285.96	104.75
285.97	104.18
285.98	104.39
285.99	104.61
286	104.82
286.01	105.03
286.02	105.25
286.03	104.75
286.04	103.68
286.05	102.6
286.06	101.53
286.07	100.46
286.08	99.39
286.09	99.6
286.1	100.1
286.11	100.6
286.12	101.1
286.13	101.6
286.14	102.1
286.15	101.82
286.16	101.25
286.17	100.67
286.18	100.1
286.19	99.53
286.2	98.96
286.21	98.96
286.22	100.6
286.23	102.25
286.24	103.89
286.25	105.54
286.26	107.18
286.27	108.54
286.28	109.68
286.29	110.83
286.3	111.97
286.31	113.11
286.32	114.26
286.33	115.69
286.34	116.12
286.35	116.55
286.36	116.98
286.37	117.4
286.38	117.83
286.39	116.62
286.4	115.9
286.41	115.19
286.42	114.47
286.43	113.76
286.44	113.04
286.45	112.54
286.46	112.97
286.47	113.4
286.48	113.83
286.49	114.26
286.5	114.69
286.51	116.12
286.52	115.9
286.53	115.69
286.54	115.47
286.55	115.26
286.56	115.05
286.57	114.33
286.58	113.83
286.59	113.33
286.6	112.83
286.61	112.33
286.62	111.83
286.63	110.4
286.64	107.11
286.65	103.82
286.66	100.53
286.67	97.24
286.68	93.95
286.69	92.31
286.7	91.81
286.71	91.31
286.72	90.81
286.73	90.31
286.74	89.81
286.75	89.09
286.76	89.3
286.77	89.52
286.78	89.73
286.79	89.95
286.8	90.16
286.81	92.24
286.82	94.38
286.83	96.53
286.84	98.67
286.85	100.82
286.86	102.96
286.87	103.96
286.88	104.89
286.89	105.82
286.9	106.75
286.91	107.68
286.92	108.61
286.93	108.61
286.94	107.97
286.95	107.32
286.96	106.68
286.97	106.04
286.98	105.39
286.99	104.68
287	105.11
287.01	105.54
287.02	105.96
287.03	106.39
287.04	106.82
287.05	107.32
287.06	107.97
287.07	108.61
287.08	109.25
287.09	109.9
287.1	110.54
287.11	111.83
287.12	111.61
287.13	111.4
287.14	111.18
287.15	110.97
287.16	110.76
287.17	109.4
287.18	109.18
287.19	108.97
287.2	108.75
287.21	108.54
287.22	108.32
287.23	107.97
287.24	109.4
287.25	110.83
287.26	112.26
287.27	113.69
287.28	115.12
287.29	118.05
287.3	118.83
287.31	119.62
287.32	120.41
287.33	121.19
287.34	121.98
287.35	121.62
287.36	122.12
287.37	122.62
287.38	123.12
287.39	123.63
287.4	124.13
287.41	122.84
287.42	120.77
287.43	118.69
287.44	116.62
287.45	114.54
287.46	112.47
287.47	112.54
287.48	110.9
287.49	109.25
287.5	107.61
287.51	105.96
287.52	104.32
287.53	101.82
287.54	100.03
287.55	98.24
287.56	96.45
287.57	94.67
287.58	92.88
287.59	91.88
287.6	91.95
287.61	92.02
287.62	92.09
287.63	92.16
287.64	92.24
287.65	94.02
287.66	94.24
287.67	94.45
287.68	94.67
287.69	94.88
287.7	95.1
287.71	94.6
287.72	94.02
287.73	93.45
287.74	92.88
287.75	92.31
287.76	91.74
287.77	90.09
287.78	89.73
287.79	89.38
287.8	89.02
287.81	88.66
287.82	88.3
287.83	89.52
287.84	90.59
287.85	91.66
287.86	92.74
287.87	93.81
287.88	94.88
287.89	96.03
287.9	99.46
287.91	102.89
287.92	106.32
287.93	109.75
287.94	113.19
287.95	115.33
287.96	115.76
287.97	116.19
287.98	116.62
287.99	117.05
288	117.48
288.01	118.05
288.02	117.48
288.03	116.9
288.04	116.33
288.05	115.76
288.06	115.19
288.07	112.33
288.08	111.26
288.09	110.18
288.1	109.11
288.11	108.04
288.12	106.97
288.13	107.61
288.14	108.47
288.15	109.33
288.16	110.18
288.17	111.04
288.18	111.9
288.19	113.9
288.2	114.33
288.21	114.76
288.22	115.19
288.23	115.62
288.24	116.05
288.25	114.69
288.26	112.61
288.27	110.54
288.28	108.47
288.29	106.39
288.3	104.32
288.31	102.03
288.32	101.1
288.33	100.17
288.34	99.24
288.35	98.31
288.36	97.38
288.37	98.03
288.38	98.74
288.39	99.46
288.4	100.17
288.41	100.89
288.42	101.6
288.43	103.03
288.44	104.46
288.45	105.89
288.46	107.32
288.47	108.75
288.48	110.18
288.49	110.25
288.5	111.68
288.51	113.11
288.52	114.54
288.53	115.97
288.54	117.4
288.55	118.76
288.56	119.12
288.57	119.48
288.58	119.84
288.59	120.19
288.6	120.55
288.61	120.91
288.62	120.55
288.63	120.19
288.64	119.84
288.65	119.48
288.66	119.12
288.67	117.4
288.68	116.26
288.69	115.12
288.7	113.97
288.71	112.83
288.72	111.68
288.73	111.54
288.74	110.4
288.75	109.25
288.76	108.11
288.77	106.97
288.78	105.82
288.79	105.39
288.8	105.18
288.81	104.96
288.82	104.75
288.83	104.53
288.84	104.32
288.85	103.53
288.86	102.96
288.87	102.39
288.88	101.82
288.89	101.25
288.9	100.67
288.91	101.1
288.92	101.82
288.93	102.53
288.94	103.25
288.95	103.96
288.96	104.68
288.97	105.18
288.98	106.97
288.99	108.75
289	110.54
289.01	112.33
289.02	114.12
289.03	115.69
289.04	114.76
289.05	113.83
289.06	112.9
289.07	111.97
289.08	111.04
289.09	109.83
289.1	109.04
289.11	108.25
289.12	107.47
289.13	106.68
289.14	105.89
289.15	103.82
289.16	102.39
289.17	100.96
289.18	99.53
289.19	98.1
289.2	96.67
289.21	97.74
289.22	98.46
289.23	99.17
289.24	99.89
289.25	100.6
289.26	101.32
289.27	101.6
289.28	102.39
289.29	103.18
289.3	103.96
289.31	104.75
289.32	105.54
289.33	105.68
289.34	104.96
289.35	104.25
289.36	103.53
289.37	102.82
289.38	102.1
289.39	101.75
289.4	102.6
289.41	103.46
289.42	104.32
289.43	105.18
289.44	106.04
289.45	106.39
289.46	106.97
289.47	107.54
289.48	108.11
289.49	108.68
289.5	109.25
289.51	110.68
289.52	111.04
289.53	111.4
289.54	111.76
289.55	112.11
289.56	112.47
289.57	111.61
289.58	110.76
289.59	109.9
289.6	109.04
289.61	108.18
289.62	107.32
289.63	106.25
289.64	104.61
289.65	102.96
289.66	101.32
289.67	99.67
289.68	98.03
289.69	97.46
289.7	98.89
289.71	100.32
289.72	101.75
289.73	103.18
289.74	104.61
289.75	106.04
289.76	105.89
289.77	105.75
289.78	105.61
289.79	105.46
289.8	105.32
289.81	105.75
289.82	106.32
289.83	106.89
289.84	107.47
289.85	108.04
289.86	108.61
289.87	107.18
289.88	106.47
289.89	105.75
289.9	105.03
289.91	104.32
289.92	103.6
289.93	104.46
289.94	103.68
289.95	102.89
289.96	102.1
289.97	101.32
289.98	100.53
289.99	99.6
290	99.82
290.01	100.03
290.02	100.24
290.03	100.46
290.04	100.67
290.05	100.17
290.06	100.03
290.07	99.89
290.08	99.74
290.09	99.6
290.1	99.46
290.11	100.96
290.12	100.89
290.13	100.82
290.14	100.74
290.15	100.67
290.16	100.6
290.17	99.39
290.18	98.74
290.19	98.1
290.2	97.46
290.21	96.81
290.22	96.17
290.23	95.17
290.24	95.1
290.25	95.02
290.26	94.95
290.27	94.88
290.28	94.81
290.29	96.31
290.3	97.17
290.31	98.03
290.32	98.89
290.33	99.74
290.34	100.6
290.35	100.89
290.36	101.89
290.37	102.89
290.38	103.89
290.39	104.89
290.4	105.89
290.41	105.96
290.42	105.82
290.43	105.68
290.44	105.54
290.45	105.39
290.46	105.25
290.47	105.75
290.48	106.61
290.49	107.47
290.5	108.32
290.51	109.18
290.52	110.04
290.53	110.18
290.54	110.9
290.55	111.61
290.56	112.33
290.57	113.04
290.58	113.76
290.59	114.69
290.6	114.62
290.61	114.54
290.62	114.47
290.63	114.4
290.64	114.33
290.65	113.9
290.66	112.47
290.67	111.04
290.68	109.61
290.69	108.18
290.7	106.75
290.71	104.75
290.72	104.53
290.73	104.32
290.74	104.11
290.75	103.89
290.76	103.68
290.77	104.46
290.78	102.89
290.79	101.32
290.8	99.74
290.81	98.17
290.82	96.6
290.83	96.03
290.84	97.6
290.85	99.17
290.86	100.74
290.87	102.32
290.88	103.89
290.89	103.68
290.9	104.75
290.91	105.82
290.92	106.89
290.93	107.97
290.94	109.04
290.95	112.47
290.96	114.83
290.97	117.19
290.98	119.55
290.99	121.91
291	124.27
291.01	124.48
291.02	125.7
291.03	126.91
291.04	128.13
291.05	129.35
291.06	130.56
291.07	130.49
291.08	130.49
291.09	130.49
291.1	130.49
291.11	130.49
291.12	130.49
291.13	131.56
291.14	130.85
291.15	130.13
291.16	129.42
291.17	128.7
291.18	127.99
291.19	126.27
291.2	125.13
291.21	123.98
291.22	122.84
291.23	121.69
291.24	120.55
291.25	119.34
291.26	117.76
291.27	116.19
291.28	114.62
291.29	113.04
291.3	111.47
291.31	111.68
291.32	110.97
291.33	110.25
291.34	109.54
291.35	108.82
291.36	108.11
291.37	106.82
291.38	105.68
291.39	104.53
291.4	103.39
291.41	102.25
