Depth	Gamma								
306.4	172.5								
306.5	174.8								
306.6	175.6								
306.7	175.6								
306.8	174.1								
306.9	174.8								
307	177.8								
307.1	180.9								
307.2	184.7								
307.2	185.4								
307.3	188.5								
307.3	190								
307.4	192.3								
307.5	190.7								
307.6	188.5								
307.6	188.5								
307.7	189.2								
307.7	190								
307.7	190.7								
307.8	190.7								
308	191.5								
308.1	190								
308.1	185.4								
308.1	181.6								
308.1	177.1								
308.2	173.3								
308.3	171								
308.3	168.7								
308.4	165.7								
308.5	162.7								
308.6	161.9								
308.7	161.9								
308.7	166.5								
308.8	171								
308.9	177.1								
308.9	177.8								
309	179.4								
309	180.1								
309.1	180.1								
309.3	178.6								
309.4	176.3								
309.5	173.3								
309.5	173.3								
309.6	170.3								
309.7	168								
309.8	168								
309.9	169.5								
309.9	173.3								
310.1	171								
310.1	170.3								
310.1	172.5								
310.2	177.1								
310.3	179.4								
310.3	179.4								
310.4	181.6								
310.4	183.9								
310.5	186.2								
310.5	186.9								
310.5	187.7								
310.6	187.7								
310.7	185.4								
310.8	181.6								
310.8	180.9								
310.8	177.8								
310.9	177.1								
311	177.8								
311.1	180.9								
311.1	184.7								
311.2	189.2								
311.2	189.2								
311.3	191.5								
311.4	193								
311.5	193.8								
311.6	192.3								
311.8	189.2								
311.9	188.5								
311.9	188.5								
312	187.7								
312.2	186.9								
312.3	189.2								
312.3	191.5								
312.5	190								
312.6	188.5								
312.7	186.9								
312.7	185.4								
312.6	183.2								
312.6	180.9								
312.6	179.4								
312.6	177.8								
312.6	177.1								
312.7	174.8								
312.7	174.1								
312.7	172.5								
312.7	171.8								
312.8	170.3								
312.8	168.7								
312.9	168								
312.9	168								
312.9	168								
312.9	168								
312.9	172.5								
313	174.1								
313.1	177.8								
313.2	178.6								
313.3	176.3								
313.3	175.6								
313.3	173.3								
313.4	171								
313.4	169.5								
313.5	168.7								
313.5	166.5								
313.5	165								
313.6	163.4								
313.6	166.5								
313.6	166.5								
313.6	168.7								
313.6	171.8								
313.7	174.8								
313.8	177.1								
314	180.1								
314.1	180.1								
314.2	178.6								
314.2	176.3								
314.3	174.1								
314.4	171.8								
314.5	171.8								
314.5	170.3								
314.5	170.3								
314.6	168								
314.6	166.5								
314.6	165								
314.7	162.7								
314.7	161.2								
314.8	160.4								
314.8	164.2								
314.8	166.5								
314.9	170.3								
315	170.3								
315.1	168.7								
315.2	166.5								
315.4	164.2								
315.4	163.4								
315.5	163.4								
315.6	163.4								
315.7	166.5								
315.8	169.5								
315.9	174.1								
316	176.3								
316	176.3								
316	177.1								
316.1	177.8								
316.1	177.8								
316.2	177.8								
316.2	174.1								
316.3	171.8								
316.3	169.5								
316.4	167.2								
316.4	167.2								
316.4	165								
316.5	162.7								
316.7	161.2								
316.7	161.2								
316.7	165								
316.8	169.5								
316.8	170.3								
316.9	174.1								
317	176.3								
317	179.4								
317	181.6								
317.1	183.2								
317.2	183.9								
317.4	186.9								
317.5	188.5								
317.5	190.7								
317.6	192.3								
317.7	192.3								
317.8	188.5								
318	186.2								
318	186.2								
318	183.9								
318.1	183.9								
318.1	182.4								
318.3	180.1								
318.3	179.4								
318.3	179.4								
318.4	177.8								
318.5	175.6								
318.6	173.3								
318.6	173.3								
318.7	171								
318.7	168.7								
318.7	166.5								
318.7	164.2								
318.8	162.7								
318.8	161.9								
318.8	161.2								
319	158.9								
319	159.6								
319.1	163.4								
319.2	166.5								
319.2	170.3								
319.3	173.3								
319.4	174.1								
319.5	175.6								
319.5	176.3								
319.5	177.1								
319.6	178.6								
319.6	180.9								
319.7	183.2								
319.7	185.4								
319.8	186.2								
319.8	186.9								
319.8	189.2								
319.9	190.7								
319.9	192.3								
320	194.5								
320.1	196.8								
320.1	198.3								
320.1	199.8								
320.1	200.6								
320.2	202.1								
320.2	202.9								
320.2	205.1								
320.3	205.1								
320.3	205.9								
320.4	202.1								
320.4	200.6								
320.4	198.3								
320.4	193.8								
320.4	190								
320.4	189.2								
320.5	186.2								
320.5	183.2								
320.6	180.1								
320.6	177.8								
320.6	175.6								
320.6	174.8								
320.6	173.3								
320.7	171								
320.7	168								
320.8	167.2								
320.9	167.2								
320.9	168								
320.9	171								
321	174.8								
321.1	179.4								
321.2	181.6								
321.2	181.6								
321.4	181.6								
321.5	184.7								
321.5	185.4								
321.6	187.7								
321.6	190								
321.8	192.3								
321.9	193.8								
322	193.8								
322.1	190.7								
322.2	190								
322.2	187.7								
322.2	183.9								
322.2	181.6								
322.2	179.4								
322.2	177.8								
322.2	174.1								
322.3	172.5								
322.3	172.5								
322.4	172.5								
322.5	173.3								
322.6	176.3								
322.6	177.8								
322.6	180.9								
322.7	180.9								
322.8	183.2								
323	185.4								
323.1	186.2								
323.1	189.2								
323.2	190.7								
323.2	190.7								
323.3	190.7								
323.6	189.2								
323.7	189.2								
323.8	192.3								
323.8	192.3								
323.8	193								
324	196.8								
324	198.3								
324	199.8								
324	200.6								
324	200.6								
324.1	201.4								
324.1	201.4								
324.1	201.4								
324.2	200.6								
324.3	198.3								
324.3	196.8								
324.3	195.3								
324.3	190.7								
324.3	189.2								
324.4	187.7								
324.4	186.9								
324.4	186.2								
324.4	183.9								
324.7	180.9								
324.7	180.9								
324.7	180.1								
324.7	178.6								
324.7	177.8								
324.7	175.6								
324.7	171.8								
324.8	173.3								
325	176.3								
325	180.9								
325.1	181.6								
325.1	183.9								
325.4	185.4								
325.4	183.2								
325.4	180.1								
325.4	180.1								
325.5	181.6								
325.5	181.6								
325.6	182.4								
325.6	183.2								
325.6	178.6								
325.5	173.3								
325.6	172.5								
325.8	175.6								
325.8	176.3								
325.9	178.6								
326	182.4								
326	183.2								
326.1	182.4								
326.3	181.6								
326.4	177.1								
326.4	175.6								
326.4	173.3								
326.5	170.3								
326.5	165.7								
326.5	165								
326.6	163.4								
326.7	159.6								
326.8	158.9								
326.8	158.9								
327	161.9								
327.1	165.7								
327.2	170.3								
327.3	173.3								
327.3	174.1								
327.3	176.3								
327.3	177.1								
327.4	174.1								
327.4	173.3								
327.4	172.5								
327.4	172.5								
327.6	173.3								
327.8	175.6								
327.9	177.1								
327.9	180.1								
327.9	180.9								
327.9	181.6								
328.1	181.6								
328.1	178.6								
328.1	175.6								
328.1	174.1								
328.1	171								
328.2	167.2								
328.2	164.2								
328.3	163.4								
328.3	161.9								
328.5	162.7								
328.5	165.7								
328.5	166.5								
328.6	168.7								
328.6	171								
328.7	174.1								
328.7	174.1								
328.8	176.3								
328.9	178.6								
328.9	180.1								
329	180.9								
329	181.6								
329.1	183.2								
329.3	186.9								
329.3	187.7								
329.4	184.7								
329.4	183.2								
329.4	181.6								
329.5	177.8								
329.5	174.8								
329.6	171.8								
329.7	167.2								
329.7	164.2								
329.7	161.2								
329.9	158.9								
330	157.4								
330	161.2								
330	163.4								
330	166.5								
330.1	166.5								
330.1	168.7								
330.3	172.5								
330.3	172.5								
330.4	174.1								
330.4	177.1								
330.4	178.6								
330.5	181.6								
330.6	183.9								
330.6	185.4								
330.6	187.7								
330.6	190								
330.6	191.5								
330.6	192.3								
330.6	194.5								
330.7	196								
330.7	196.8								
330.8	196.8								
330.9	193.8								
330.9	192.3								
331	188.5								
331	188.5								
331.1	183.2								
331.3	178.6								
331.4	177.1								
331.6	176.3								
331.8	174.1								
331.9	171								
332	169.5								
332	168.7								
332.1	167.2								
332.1	165								
332.3	162.7								
332.3	161.2								
332.4	159.6								
332.5	158.1								
332.6	157.4								
332.9	155.9								
332.9	157.4								
333	159.6								
333	161.9								
333.1	164.2								
333.2	167.2								
333.4	169.5								
333.5	171.8								
333.6	171.8								
333.7	170.3								
333.7	170.3								
333.7	168.7								
333.8	165								
334	163.4								
334	163.4								
334	168								
334.1	171.8								
334.3	172.5								
334.4	170.3								
334.4	166.5								
334.6	162.7								
334.6	159.6								
334.6	158.9								
334.6	157.4								
334.7	155.1								
335	154.3								
335	154.3								
335.1	157.4								
335.2	159.6								
335.3	164.2								
335.3	165.7								
335.4	171.8								
335.5	173.3								
335.5	174.1								
335.5	175.6								
335.5	176.3								
335.5	173.3								
335.6	171.8								
335.7	169.5								
335.8	166.5								
335.8	164.2								
335.8	163.4								
335.8	160.4								
335.8	158.9								
335.8	157.4								
335.8	155.9								
335.9	153.6								
336	152.1								
336	151.3								
336	149.8								
336.1	149								
336.2	147.5								
336.3	145.2								
336.4	144.5								
336.4	143								
336.5	141.4								
336.5	139.9								
336.5	138.4								
336.6	136.9								
336.7	135.4								
336.7	136.1								
336.7	140.7								
336.7	145.2								
336.7	147.5								
336.8	148.3								
336.8	149.8								
337	150.5								
337	149								
337	148.3								
337.1	146.8								
337.1	146								
337.3	145.2								
337.5	145.2								
337.5	145.2								
337.6	148.3								
337.6	150.5								
337.7	150.5								
337.7	150.5								
337.7	151.3								
337.8	149.8								
337.9	146.8								
337.9	145.2								
337.9	143.7								
337.8	142.2								
337.9	140.7								
338	140.7								
338.1	135.4								
338.1	135.4								
338.1	133.9								
338.1	133.1								
338.1	131.6								
338.1	130.8								
338.1	129.3								
338.1	127.8								
338.2	124.8								
338.3	123.2								
338.3	121.7								
338.4	119.5								
338.4	117.2								
338.4	116.4								
338.4	115.7								
338.5	115.7								
338.5	117.2								
338.6	120.2								
338.7	121								
338.7	125.5								
338.7	131.6								
338.8	136.9								
338.8	136.9								
338.9	140.7								
338.9	143								
338.9	147.5								
338.9	149.8								
339	155.1								
339	155.9								
339.1	158.1								
339.1	160.4								
339.2	161.9								
339.3	162.7								
339.4	160.4								
339.5	156.6								
339.6	155.9								
339.7	155.9								
339.8	159.6								
339.9	159.6								
340.2	160.4								
340.3	161.2								
